Pesan,Kategori
Semoga beruntung! Pengundian berlangsung pada 28 Februari 06. Semoga Sukses! Untuk penghapusan kirim STOP ke 87239 layanan pelanggan 08708034412,spam
Pendek Tapi Lucu : \ Jadilah orang baik,ham
Hanya belum memutuskan di mana ya?,ham
"Jam berapa liao, dimana masih dapat.",ham
Ya menonton footie tapi khawatir kami akan gagal - Phil Neville?,ham
Saya menunggu 4 Ì_ di dalam tempat parkir mobil...,ham
Paman Biara! Selamat tahun baru. Abiola,ham
"Sekarang aku bebas, telepon aku pa.",ham
Maksudmu aku harus memesan ulang sandal itu karena aku harus membayar untuk mengembalikannya.,ham
Berhentilah mengenalku dengan baik!,ham
Selamat malam! ini baiklah. Apa kabarmu?,ham
Masalah kecil di pelelangan :)punj sekarang minta tiwary,ham
Entri gratis dalam 2 kompetisi mingguan untuk berpeluang memenangkan ipod. Txt POD ke 80182 untuk masuk (std txt rate) S&K berlaku 08452810073 untuk detailnya 18+,spam
Dia mengatakan untuk tidak memberi tahu siapa pun. Kalau begitu traktir aku hai hi hai,ham
Paman saya di Atlanta. Semoga semester kalian menyenangkan.,ham
minggu pertama GRATIS! Gr8 nada str8 2 u setiap minggu. Txt NOKIA ON ke 8007 untuk nada Nokia Klasik atau HIT ON ke 8007 untuk Polys. Nokia/150p Poli/200p 16+,spam
Kamu datang menjemputku?,ham
Itu keren. aku menyukai fotomu. Kamu sangat seksi!,ham
"maukah kamu percaya, mereka tidak tahu aku sudah memesan di muka sehingga mereka membatalkanku LAGI! itu perlu dipecat",ham
"Haha lebih baik terlambat dari sebelumnya, adakah yang bisa aku mampir?",ham
Oke. Tapi aku selesai jam 6.,ham
"LookAtMe!: Terima kasih atas pembelian klip video dari LookAtMe!, Anda telah ditagih sebesar 35p. Kamu pikir kamu bisa melakukan yang lebih baik? Mengapa tidak mengirim video dalam MMSto 32323.",spam
Aku dilarang masuk ke semua toko B dan Q seumur hidup!? Si bodoh berbaju oranye ini mendatangiku dan bertanya apakah aku mau dek? Jadi aku mendapat pukulan pertama!!,ham
Jadi tidak ada pesan. Punya makanan?,ham
"Oke, aku akan tidur. Semoga aku bisa bertemu dengannya.",ham
Apa yang membuat beberapa orang lebih disayangi bukan hanya kebahagiaan yang kamu rasakan saat bertemu mereka tetapi juga rasa sakit yang kamu rasakan saat kamu merindukannya!!!,ham
Bisakah Anda memberi tahu saya detail hari Jumat ketika Anda mengetahuinya karena saya tidak ada di hari Jumat atau Jumat. disebutkan Cina. Terima kasih,ham
"Anda benar, sekarang saya sudah memikirkannya",ham
Apa yang kamu lakukan sekarang?,ham
Apakah kuliahmu sudah selesai?,ham
air mani seksi seksi dan kirimi aku pesan aku basah dan hangat dan siap untuk beberapa film porno! kamu ingin bersenang-senang? MSG INI GRATIS RECD MSGS 150P INC PPN 2 CANCEL TEKS STOP,spam
Tempat pelanggan saya akan menghubungi Anda,ham
Belum direncanakan :) akan bergabung dengan perusahaan pada tanggal 5 Januari saja. Tidak tahu apa yang akan terjadi setelah itu.,ham
Anak laki-laki Aku cinta kamu Grl: Hogolo Anak laki-laki: rantai emas kodstini Grl: Agalla Anak laki-laki: kalung madstini Grl: agalla Anak laki-laki: Hogli 1 mutai eerulli kodthini! Grl: Aku cinta kamu kano ;-),ham
"Haha Aku mendengarnya, kirimi aku pesan saat kamu ada",ham
Saya akan tiba di sana besok dan mengirimkannya kepada Anda,ham
\SHIT BABE.. INI SEDIKIT KACAU.YEH,ham
"Oh, itu sudah terlambat! Selamat malam dan aku akan meneleponmu besok. Saya sekarang akan tidur malam",ham
"\CHEERS U TEX MECAUSE KAMU BOSAN! YEAH OKDEN HUNNY R UIN WK SAT?SUARANYA SEPERTI HUNNY HAVIN GR8FUN J! TERUS UPDAT JUMLAH LOVEME XXXXX.\""""",ham
"Maaf, dalam pertemuan saya akan menghubungi Anda nanti",ham
Yo! Bagaimana kabarmu? gadis-gadis tidak pernah menelepon setelah India. L,ham
Ya tapi mana yang lebih buruk bagiku?,ham
Obrolan LIVE 121 yang sulit hanya 60p/mnt. Pilih gadis Anda dan sambungkan LANGSUNG. Hubungi 09094646899 sekarang! Layanan langsung terbesar Obrolan Murah di Inggris. VU BCM1896WC1N3XX,spam
Saya menandai teman-teman SAYA yang sepertinya Anda anggap sebagai teman ANDA.,ham
"U4 sudah lama tidak terdengar kabarnya. Hubungi saluran pribadi 01223585334 untuk ejakulasi. Kirim foto saya yang sedang bercinta, lalu kirim SMS PIX ke 8552. Kirim STOP 8552 SAM xxx",spam
Oke...,ham
Lama. Anda ingat saya hari ini.,ham
Belum berbelanja sekarang karena saya hanya tiba,ham
Terima kasih. LEBIH BAIKLAH YANG TERJADI KARENA SAYA AKAN MERASA DIGUNAKAN JIKA TIDAK,ham
Apakah Anda siap menghadapi tantangan ini? aku tahu aku :),ham
Berapa harga casing hdd anda.,ham
Misteri terpecahkan! Baru saja membuka email saya dan dia mengirimi saya kiriman lain! Bukankah dia manis?,ham
Aku tidak bisa menggambarkan betapa beruntungnya kamu karena aku benar-benar bangun pada siang hari,ham
Ini adalah kedua kalinya kami mencoba menghubungi Anda. Anda telah memenangkan hadiah å£1450 untuk mengklaim cukup hubungi 09053750005 b4 310303. S&K/stop SMS 08718725756. 140ppm,spam
"HARI INI adalah hari Maaf.! Jika aku pernah marah padamu, apakah aku pernah berperilaku buruk atau menyakitimu? tolong tolong TAMPAR DIRI SENDIRI saja Karena, Ini salahmu, pada dasarnya aku BAIK",ham
Terima kasih untuk kartunya... Apakah sudah waktunya tahun ini?,ham
"FANTASI LANGSUNG PANAS hubungi sekarang 08707509020 Hanya 20p per menit NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
"Saat orang melihat pesanku, Mereka mengira aku kecanduan pesan... Mereka salah, Karena Mereka tidak tahu kalau aku kecanduan Teman manisku..!! BSLVYL",ham
"Ugh, semoga saja orang-orang asus tidak melakukan format ulang secara acak.",ham
Belum melihat facebookku ya? Tertawa terbahak-bahak!,ham
"Mah b, aku akan mengambilnya besok",ham
Masih di luar le..kamu datang 2 besok maga..,ham
Apakah Anda masih punya selotip tukang ledeng dan kunci pas yang bisa kami pinjam?,ham
"Pemegang Voucher yang terhormat, Untuk mengklaim penawaran minggu ini, di PC Anda, silakan kunjungi http://www.e-tlp.co.uk/reward. Syarat & Ketentuan berlaku.",spam
Itu justru lebih sulit..,ham
KAMU AKAN KE 2 BAHAMAS! HubungiFREEFONE 08081560665 dan bicaralah dengan operator langsung untuk mengklaim pelayaran Bahama sebesar £2000 TUNAI 18+ saja. Untuk membatalkan txt X ke 07786200117,spam
Masih belum menunggu seperti biasanya... ÌÏ kembali lagi sch oredi?,ham
Dalam pertemuan da. aku akan menghubungimu,ham
K k :-):-) lalu tonton beberapa film.,ham
Apakah bioskop plus minuman menarik bagimu? * Adalah film thriller fr oleh sutradara yang saya suka di Mac pukul 8.30.,ham
Itu seukuran tablet gajah & kamu mendorongmu ke atas!!,ham
"Begitu banyak orang yang tampak spesial pada pandangan pertama, namun hanya sedikit yang akan tetap spesial bagimu hingga pandangan terakhirmu.. pertahankan mereka sampai akhir hayat.. ambillah cr da",ham
"Orangtuaku, Anakku, Temanku dan Kolegaku. Semua teriak.. KEJUTAN!! dan aku menunggu di sofa.. ... ..... ' TELANJANG...!",ham
Entahlah aku hanya bertanya karena aku mendapat kartu mendapat diskon 20% 4 salon bernama hair sense jadi menurutku itu salah satunya Ì_ potong rambutmu.,ham
"Selamat pagi, pai anjing! Lol, kuharap aku tidak membangunkanmu.",ham
MUNGKIN JIKA BANGUN SEBELUM SIALAN 3 INI TIDAK AKAN MENJADI MASALAH.,ham
Selamat ulang tahun untukmu....sayang.dengan banyak cinta.rakhesh NRI,ham
Bagaimana cerita orang itu,ham
"Ini adalah kedua kalinya kami mencoba 2 menghubungi Anda. Anda telah memenangkan hadiah 750 Pound. 2 klaim mudah, hubungi 08712101358 SEKARANG! Hanya 10p per menit. BT-tingkat nasional",spam
X2 &lt;#&gt; . Apakah Anda akan mendapatkannya,ham
"Hai, jangan khawatir tentang kebenaran karena kebenaran akan menuntunku ke hatimu. Itulah yang paling tidak pantas didapatkan oleh orang unik sepertimu. Selamat tidur atau selamat pagi.",ham
"UR dianugerahi City Break dan dapat MEMENANGKAN pesta Belanja Musim Panas senilai £200 setiap MINGGU. Kirim SMS ke STORE ke 88039.SkilGme.TsCs087147403231Winawk!Usia16+å£1,50perMINGGU",spam
Apakah koran Anda hari ini terbit pagi atau sore?,ham
Saya akan menjilat setiap tetesnya :) apakah Anda siap menggunakan mulut Anda juga?,ham
Dan kamu! Akan mengharapkan Anda setiap kali Anda mengirim pesan! Semoga semuanya berjalan baik ya,ham
Besar. P diddy adalah tetangga saya dan datang untuk membeli pasta gigi setiap pagi,ham
"Saya mendapat nomor baru, . Maukah kamu menggunakan yang ini saja, ta.",ham
Jadi menjadi orang yang menyodok setiap hari itulah yang mereka ajarkan padamu di Kanada abi! Apa kabarmu. Hanya menyapa.,ham
7 atau... Ganti 2 suntec... Jam berapa kamu datang?,ham
Tidak ada yang saya lihat di toko online sehingga saya bertanya.,ham
Hanya penasaran karena cuz saya bertanya apa yang saya lakukan,ham
Bagus.bagus.bagaimana cara kerjanya?,ham
"Oke, lor... Wah... seperti itu pasti mereka tidak akan membiarkan kita pergi... Haha... Apa yang mereka katakan dalam syarat dan ketentuannya?",ham
Haha... Yup semoga saja mon nanti bisa turun beberapa kg. setelah hip hop bisa pergi ke kebun dan menimbang lagi,ham
Dia baik. Apa kabarmu. Di mana kamu bekerja sekarang,ham
"Oh ya, aku sedang merasa kurang enak badan, jadi aku agak kepo di rumah",ham
Di rumah juga.,ham
Ponsel ini memiliki koreksi otomatis yang paling aneh.,ham
"Ups ponselku mati dan aku bahkan tidak mengetahuinya. Ya, aku lebih menyukainya.",ham
Belum bertanya apakah kamu bisa melakukan wat pertama. Dari ketemu 4 makan siang den u n dia ketemu udah bisa lor. Atau kamu ingin bertanya pada da ge yang pertama lalu konfirmasi dengan saya secepatnya?,ham
"Dia berkata,'' apakah kamu keberatan jika aku masuk ke kamar sebentar? '' ''OK'', aku dalam suasana hati yang seksi. Dia keluar 5 menit kemudian dengan kue...n Istriku,",ham
"OH YEAH, DAN BERSENANG-SENANG DI NEWQUAY-KIRIMKAN KARTU POS !1 PERHATIKAN SEMUA GADIS SAAT AKU PERGI (U TAHU PERTANDINGAN 1IM TALKIN!)xx",ham
Kami bercerai. Tertawa terbahak-bahak. Dia disini,ham
Apa pinmu?,ham
"Sayang, apakah kamu punya cukup uang untuk membeli roti dan susu? Dan aku akan mengembalikannya saat kamu sampai di rumah?",ham
Saya ingin salju. Cuacanya sangat dingin dan berangin.,ham
MENDESAK! Kami mencoba menghubungi U. Pengundian hari ini menunjukkan bahwa Anda telah memenangkan hadiah å£2000 DIJAMIN. Hubungi 09066358361 dari jalur darat. Klaim Y87. Hanya berlaku 12 jam,spam
Datanglah ke halte mahal.. &lt;DECIMAL&gt;,ham
Entahlah :) minggu ini saya akan ke tirunelvai da.,ham
Aku juga sayang! Saya berjanji akan memperlakukan Anda dengan baik! aku yakin kamu akan menjagaku dengan baik...,ham
Mirip seperti game Hotel Dusk menurutku. Kamu memecahkan teka-teki di area tertentu,ham
"Terima kasih atas pesanan nada dering Anda, nomor referensi X29. Ponsel Anda akan dikenakan biaya 4,50. Apabila nada dering Anda tidak sampai, silakan hubungi layanan pelanggan 09065989180",spam
"Hai cintaku! Bagaimana hari itu? Sial, pagi ini aku terbangun dan menjatuhkan ponselku saat menuruni tangga tapi sepertinya baik-baik saja... *fiuh* Aku kangen kamu !",ham
"Ya, itu pasti sulit untuk ditangkap",ham
Maaf da thangam. itu kesalahanku.,ham
Aku perlu... Karena aku belum pernah pergi sebelumnya,ham
"Mawar untuk merah, merah untuk darah, darah untuk jantung, hati untuk kamu. Tapi kamu untukku.... Kirimkan ini ke semua temanmu.. Termasuk aku.. Jika kamu menyukaiku.. Jika kamu kembali, hubunganmu buruk! 2-kamu memerlukan seseorang 1 untuk mendukung 3-temanmu 2 banyak 4-orang yang menyukaimu 5+- seseorang berdoa pada Tuhan untuk menikahimu.:-) cobalah....",ham
Istriku. Bagaimana dia mengetahui waktu pembunuhan dengan tepat,ham
"ENAM peluang memenangkan UANG TUNAI! Dari 100 hingga 20.000 pound txt> CSH11 dan kirim ke 87575. Biaya 150p/hari, 6 hari, 16+ TsandCs berlaku Balas info HL 4",spam
Saldo tunai Anda saat ini 500 pound - untuk memaksimalkan uang masuk Anda sekarang kirim COLLECT ke 83600 hanya 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam
"Aku merasa seperti orang bodoh karena aku terus tidur melalui SMS dan pesan facebookmu. Sup, kamu di kota?",ham
"Tidak, tolong aku akan datang da. Dalam perjalanan.",ham
Sepertinya dia ingin waktu sendirian. Kita bisa muncul dan menonton ketika mereka melakukannya..,ham
Ketinggian daur ulang: Baca dua kali- Orang menghabiskan waktu untuk menghasilkan uang dan uang yang sama dihabiskan untuk menghabiskan waktu!;-) Selamat pagi.. tetaplah tersenyum :-),ham
Yup Ì_ tidak ikut :-(,ham
"Ya, tuan putri. Toledo.",ham
"Kirimi aku pesan saat kamu kembali ke rumahmu dan aku akan mampir, butuh seseorang untuk membukakan pintu untukku",ham
Ron bilang Jumat leh. N dia bilang ding tai feng tidak bisa membuat reservasi. Tapi dia bilang tunggu dulu.,ham
Bagus. Pakaian renang tidak diperbolehkan :),ham
Saya baik-baik saja. Akan segera berakhir. Semua yang terbaik,ham
Sebuah pemikiran lucu untuk persahabatan: \Tidak perlu berbagi setiap rahasia dengan teman dekatmu,ham
"Oke, saya sudah mengirimi Anda versi terbaru proyek da.",ham
Selamat pagi sayangku........... Selamat bersenang-senang &amp; hari yang sukses.,ham
Tolong terima aku untuk satu hari. Atau saya mohon Anda mengganti nomornya.,ham
Peras!! Ini pelukan natal.. Jika kamu menyukai temanku dan peluk aku kembali.. Jika kamu mendapatkan 3 kamu lucu :) 6 kamu luvd:* 9 kamu sangat beruntung;) Tidak ada? Orang-orang membencimu:,ham
"Tidak apa-apa, jika ada yang bertanya tentang saya, hubungi mereka..:-P",ham
"Fakta lucu Tidak ada yang mengajari gunung berapi 2 meletus, tsunami 2 timbul, angin topan 2 bergoyang no 1 mengajarkan bagaimana 2 memilih istri Bencana alam terjadi begitu saja",ham
* Anda akan menelepon akhir pekan ini atau tidak?,ham
Lacak juga pemantik api yang Anda temukan,ham
"Maaf, saya tidak dapat membantu Anda dalam hal ini.",ham
"Sayang, aku butuh saranmu",ham
"Aku akan berangkat sekitar pukul empat, oke?",ham
Datanglah ke kampus kedokteran jam 7 malam......teruskan ya,ham
K:) k..bagus :) kapan kamu berangkat?,ham
Aku bisa membuatkan lasagna untukmu... vodka...,ham
"HI KATENYA, BISAKAH KAMU MEMBERI SAYA CINCIN SEGERA XXX",ham
Siapa orang-orang itu? Apakah Anda sedang tur? Saya pikir Anda sedang mengerjakan barang sofa yang Anda kirimkan kepada saya? Gula penasaranmu,ham
"Tidak, tapi kamu bilang padaku kamu akan pergi, sebelum kamu mabuk!",ham
"Dia benar-benar pengecut. Dia mengirimiku pesan bahwa dia akan terlambat dan akan meneleponku, lalu aku tidak mendengar sepatah kata pun darinya.",ham
"Selamat! Terima kasih kepada teman baik Anda telah MEMENANGKAN hadiah Natal sebesar å£2,000. 2 klaim mudah, cukup hubungi 08718726978 SEKARANG! Hanya 10p per menit. BT-tingkat nasional",spam
Saya selalu mencari alasan untuk berada di kota.,ham
"Yup, aku masih minum kopi dengan frenku... Frenku menyetir, dia akan memberiku tumpangan...",ham
"Wahai pantai, apakah kamu naik bus?",ham
Jadi kamu akan mendapatkan deus ex?,ham
Saya akan mengirimkannya ke email Anda. Apakah Anda keberatan &lt;#&gt;  kali per malam?,ham
"44 7732584351, Ingin Ponsel Berwarna Nokia 3510i Baru Dikirim Besok? Dengan 300 menit gratis ke ponsel mana pun + 100 SMS gratis + Balas Camcorder gratis atau hubungi 08000930705.",spam
ketuk & tumpahkan pada pukul tujuh. * Apakah itu pub di jalan gas di jalan lebar dekat kanal. Oke?,ham
Oke kalau begitu aku datang dan menjemputmu di mesin?,ham
Itulah sebabnya aku tidak pernah ingin menceritakan semua ini kepadamu. Itulah sebabnya aku bersikap sangat singkat kepadamu dan gelisah akhir-akhir ini.,ham
Periferal Raviyog bhayandar timur,ham
K sebenarnya bisakah kalian menemuiku di sunoco di howard? Seharusnya di jalan,ham
Anda memiliki 1 pesan suara baru. Silakan hubungi 08719181513.,spam
"BULAN telah hadir untuk mewarnai mimpimu, BINTANG untuk membuatnya berirama dan SMS-ku untuk memberimu Tidur yang hangat dan Damai. Selamat Malam",ham
Baru saja selesai makan. Kamu punya piring. BUKAN sisa makanan kali ini.,ham
Terima kasih banyak...,ham
"Cepat pulang, pantat besarmu. Tutup telepon penelepon terakhir Anda jika perlu. Makanan sudah habis dan aku kelaparan. Jangan tanya apa yang aku masak.",ham
Lo benar. Pola makan apa? Lagipula setiap hari aku curang. Aku ditakdirkan untuk menjadi gemuk :(,ham
Ini hari yang menyenangkan. Milikilah dirimu yang cantik.,ham
Apa yang terjadi saat wawancara?,ham
"Selesaikan Kasus : Seorang Pria Ditemukan Dibunuh Pada &lt;DECIMAL&gt; . &lt;#&gt;  Sore. 1, Istrinya menelepon Polisi. 2, Polisi menanyai semua orang. 3Istri: Pak, saya sedang tidur ketika pembunuhan itu terjadi. 4.Masak: Saya sedang memasak. 5.Tukang kebun: Saya sedang memetik sayuran. 6.Pembantu Rumah: Saya pergi ke kantor pos 2 hari. 7.Anak-anak: Kami pergi bermain 2 kali. 8.Tetangga: Kami menikah dua kali. Polisi segera menangkap d pembunuhnya. Siapa itu? Balas Dengan Alasan, Jika Anda Cemerlang.",ham
Badrith hanya untuk chennai :) saya pasti akan memilih untuk kami :) tidak ada persaingan untuknya.,ham
Aku kira itu teman satu grupku... Beruntung aku belum membalas... Jam berapa aku harus pergi...,ham
Hei kamu di sekitar? Aku punya cukup uang untuk setengah + sepuluh hutangku padamu,ham
"Hei, aku mungkin bisa menemuimu di yck",ham
"ALRITE SAM, INI NIC, HANYA MEMERIKSA BAHWA INI NOMOR TELEPONMU - JADI, Benarkah? T.B*",ham
Mereka hanya mempermudah pembayaran kembali. Saya punya &lt;#&gt; bertahun-tahun untuk mengatakannya tetapi saya dapat membayar kembali lebih awal. Anda mendapatkan?,ham
Tidak perlu khawatir. Saya yakin Anda akan mendapatkannya.,ham
"Pom bensin berjarak satu blok dari rumah saya, Anda akan langsung melewatinya karena armenia berakhir di Swann dan Anda harus mengambil Howard",ham
"Seseorang yang Anda kenal telah meminta layanan kencan kami untuk menghubungi Anda! Tidak bisa menebak siapa? HUBUNGI 09058097189 SEKARANG semua akan terungkap. POKotak 6, LS15HB 150p",spam
Kamera - Anda dianugerahi Kamera Digital SiPix! hubungi 09061221066 dari telepon rumah. Pengiriman dalam 28 hari,spam
Uang sekolah saya 330. Hm kita pilih yang 1120 sampai 1205? Apakah boleh?,ham
"Aku tidak merokok saat orang-orang menggunakan \wylie merokok terlalu banyak\"" untuk membenarkan tindakanku yang merusak""",ham
Sayang selamat pagi bagaimana perasaanmu sayang,ham
"Sedikit. Kata dokter, konsumsilah setiap 8 jam sekali. Baru 5 tahun tapi rasa sakitnya kembali lagi. Jadi saya mengambil yang lain. Semoga aku tidak mati",ham
"Hari esok yang indah tak pernah datang.. Kalau sudah datang, itu sudah HARI INI.. Dalam perburuan hari esok yang indah jangan sia-siakan HARI INI yang indah.. SELAMAT PAGI :)",ham
"Entahlah lei Ì_ semua putuskan. Bagaimana dengan Leona? Ups, aku tot ben akan pergi dan aku mengirim pesan padanya.",ham
"Hai, yang di sana. Kami sekarang telah pindah ke pub kami. Akan lebih bagus 2 cu jika kamu muncul.",ham
Nomor Voda hari ini yang berakhiran 5226 dipilih untuk menerima penghargaan ?350. Jika Anda memiliki kecocokan silakan hubungi 08712300220 dengan mengutip kode klaim 1131 tarif standar aplikasi,spam
"Pesan ini gratis. Selamat datang di klub Sex & Dogging yang baru & lebih baik! Untuk berhenti berlangganan layanan ini, jawab STOP. pesan@150p 18 saja",spam
"Lebah Madu Berkata: *Aku Termanis di Dunia* Tuhan Tertawa &amp; Berkata: *Tunggu, Kamu Belum Bertemu dengan Orang yang Membaca Pesan Ini* MORAL: Bahkan TUHAN pun Bisa Membuat Lelucon! GM+GN+GE+GN :)",ham
Lakukan saja apa yang lebih mudah bagi Anda,ham
RCT' THNQ Adrian untuk teks U. Rgds Vatian,spam
"Berhenti menelepon semua orang dan mengatakan saya mungkin menderita kanker. Tenggorokanku sakit untuk berbicara. Saya tidak bisa menjawab panggilan semua orang. Jika saya mendapat satu panggilan lagi, saya tidak akan mengasuh anak pada hari Senin",ham
